Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,foreign_worker,Credit_risk,credit_per_month,age_group,age_under_25,age_25_to_40,age_over_40,checking_desc,chk_lt_0,chk_0_200,chk_ge_200,chk_none,history_desc,hist_no_credits,hist_all_paid,hist_existing_paid,hist_past_delay,hist_critical,purpose_desc,pur_car_new,pur_car_used,pur_furniture,pur_radio_tv,pur_domestic,pur_repairs,pur_education,pur_vacation,pur_retraining,pur_business,pur_others,savings_desc,sav_lt_100,sav_100_500,sav_500_1000,sav_ge_1000,sav_unknown,emp_desc,emp_unempl,emp_lt1,emp_1_4,emp_4_7,emp_ge7,status_sex_desc,sex_m_divsep,sex_f_divsep_mar,sex_m_single,sex_m_marwid,sex_f_single,debtors_desc,debt_none,debt_coapp,debt_guarantor,Present_residence_since:1,property_desc,prop_real,prop_sav_ins,prop_car_other,prop_unknown,inst_plans_desc,inst_bank,inst_stores,inst_none,housing_desc,house_rent,house_own,house_free,Number_of_existing_credits_at_this_bank:1,job_desc,job_unsk_nonres,job_unsk_res,job_skilled,job_manage,Number_of_people_being_liable_to_provide_maintenance_for:1,tel_desc,tel_none,tel_yes,foreign_desc,foreign_yes,foreign_no
A12,18,A30,A40,2278,A62,A72,3,A92,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,2,126.55555555555556,25_to_40,0,1,0,0-200,0,1,0,0,no_credits,1,0,0,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,3,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,21,A30,A40,5003,A65,A73,1,A92,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,2,238.23809523809524,25_to_40,0,1,0,no_account,0,0,0,1,no_credits,1,0,0,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,bank,1,0,0,own,0,1,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,24,A31,A42,3552,A61,A74,3,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,2,148.0,25_to_40,0,1,0,<0,1,0,0,0,all_paid_duly,0,1,0,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,18,A34,A42,1928,A61,A72,2,A93,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,2,107.11111111111111,25_to_40,0,1,0,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A11,24,A32,A41,2964,A65,A75,4,A93,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,1,123.5,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,bank,1,0,0,free,0,0,1,1,skilled,0,0,1,0,2,yes_registered,0,1,yes,1,0
A11,24,A31,A43,1546,A61,A74,4,A93,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,2,64.41666666666667,Under_25,1,0,0,<0,1,0,0,0,all_paid_duly,0,1,0,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,guarantor,0,0,1,4,car_other,0,0,1,0,bank,1,0,0,rent,1,0,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A13,6,A33,A43,683,A61,A72,2,A92,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,1,113.83333333333333,25_to_40,0,1,0,>=200_or_salary,0,0,1,0,past_delay,0,0,0,1,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,1,savings_ins,0,1,0,0,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,36,A32,A40,12389,A65,A73,1,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,2,344.1388888888889,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,24,A33,A49,4712,A65,A73,4,A93,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,1,196.33333333333334,25_to_40,0,1,0,0-200,0,1,0,0,past_delay,0,0,0,1,0,business,0,0,0,0,0,0,0,0,0,1,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,savings_ins,0,1,0,0,bank,1,0,0,own,0,1,0,2,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A12,24,A33,A43,1553,A62,A74,3,A92,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,1,64.70833333333333,Under_25,1,0,0,0-200,0,1,0,0,past_delay,0,0,0,1,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,100-500,0,1,0,0,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,savings_ins,0,1,0,0,none,0,0,1,rent,1,0,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,12,A32,A40,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2,114.33333333333333,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_div_sep,1,0,0,0,0,none,1,0,0,3,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A34,A43,2578,A64,A75,2,A93,A101,2,A123,34,A143,A152,1,A173,1,A191,A201,1,107.41666666666667,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,>=1000,0,0,0,1,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,48,A32,A43,3979,A65,A74,4,A93,A101,1,A123,41,A143,A152,2,A173,2,A192,A201,1,82.89583333333333,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,1,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,2,yes_registered,0,1,yes,1,0
A11,48,A32,A43,6758,A61,A73,3,A92,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,2,140.79166666666666,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,24,A32,A42,3234,A61,A72,4,A92,A101,4,A121,23,A143,A151,1,A172,1,A192,A201,2,134.75,Under_25,1,0,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,rent,1,0,0,1,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A14,30,A34,A43,5954,A61,A74,3,A93,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,1,198.46666666666667,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,coapplicant,0,1,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A32,A41,5433,A65,A71,2,A92,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,1,226.375,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,unemployed,1,0,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,rent,1,0,0,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A11,15,A32,A49,806,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1,53.733333333333334,Under_25,1,0,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A12,9,A32,A43,1082,A61,A75,4,A93,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,1,120.22222222222223,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,15,A34,A42,2788,A61,A74,2,A92,A102,3,A123,24,A141,A152,2,A173,1,A191,A201,1,185.86666666666667,Under_25,1,0,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,coapplicant,0,1,0,3,car_other,0,0,1,0,bank,1,0,0,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,12,A32,A43,2930,A61,A74,2,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,244.16666666666666,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,1,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A34,A46,1927,A65,A73,3,A92,A101,2,A123,33,A143,A152,2,A173,1,A192,A201,1,80.29166666666667,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,education,0,0,0,0,0,0,1,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,36,A34,A40,2820,A61,A72,4,A91,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,2,78.33333333333333,25_to_40,0,1,0,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_div_sep,1,0,0,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A32,A48,937,A61,A72,4,A94,A101,3,A123,27,A143,A152,2,A172,1,A191,A201,1,39.041666666666664,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,retraining,0,0,0,0,0,0,0,0,1,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,3,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A12,18,A34,A40,1056,A61,A75,3,A93,A103,3,A121,30,A141,A152,2,A173,1,A191,A201,2,58.666666666666664,25_to_40,0,1,0,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,guarantor,0,0,1,3,real_estate,1,0,0,0,bank,1,0,0,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,12,A34,A40,3124,A61,A72,1,A93,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,1,260.3333333333333,Over_40,0,0,1,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_single,0,0,1,0,0,none,1,0,0,3,real_estate,1,0,0,0,bank,1,0,0,own,0,1,0,2,unskilled_res,0,1,0,0,2,none,1,0,yes,1,0
A14,9,A32,A42,1388,A61,A73,4,A92,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,1,154.22222222222223,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,rent,1,0,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,36,A32,A45,2384,A61,A72,4,A93,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,2,66.22222222222223,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,repairs,0,0,0,0,0,1,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_single,0,0,1,0,0,none,1,0,0,1,unknown,0,0,0,1,none,0,0,1,rent,1,0,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,12,A32,A40,2133,A65,A75,4,A92,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,1,177.75,Over_40,0,0,1,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A11,18,A32,A42,2039,A61,A73,1,A92,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,2,113.27777777777777,Under_25,1,0,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,real_estate,1,0,0,0,bank,1,0,0,rent,1,0,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,9,A34,A40,2799,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,1,311.0,25_to_40,0,1,0,<0,1,0,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,rent,1,0,0,2,skilled,0,0,1,0,2,none,1,0,yes,1,0
A11,12,A32,A42,1289,A61,A73,4,A93,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,1,107.41666666666667,Under_25,1,0,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,guarantor,0,0,1,1,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A11,18,A32,A44,1217,A61,A73,4,A94,A101,3,A121,47,A143,A152,1,A172,1,A192,A201,2,67.61111111111111,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,domestic_app,0,0,0,0,1,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,3,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A11,12,A34,A42,2246,A61,A75,3,A93,A101,3,A122,60,A143,A152,2,A173,1,A191,A201,2,187.16666666666666,Over_40,0,0,1,<0,1,0,0,0,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,3,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,12,A34,A43,385,A61,A74,4,A92,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,1,32.083333333333336,Over_40,0,0,1,<0,1,0,0,0,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,3,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,4,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A12,24,A33,A40,1965,A65,A73,4,A92,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,1,81.875,Over_40,0,0,1,0-200,0,1,0,0,past_delay,0,0,0,1,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,rent,1,0,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,21,A32,A49,1572,A64,A75,4,A92,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,1,74.85714285714286,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,>=1000,0,0,0,1,0,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,real_estate,1,0,0,0,bank,1,0,0,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A12,24,A32,A40,2718,A61,A73,3,A92,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,2,113.25,Under_25,1,0,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,rent,1,0,0,1,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A11,24,A31,A410,1358,A65,A75,4,A93,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,2,56.583333333333336,25_to_40,0,1,0,<0,1,0,0,0,all_paid_duly,0,1,0,0,0,others,0,0,0,0,0,0,0,0,0,0,1,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,3,car_other,0,0,1,0,stores,0,1,0,own,0,1,0,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A12,6,A31,A40,931,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2,155.16666666666666,25_to_40,0,1,0,0-200,0,1,0,0,all_paid_duly,0,1,0,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,1,savings_ins,0,1,0,0,stores,0,1,0,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A11,24,A32,A40,1442,A61,A74,4,A92,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,2,60.083333333333336,Under_25,1,0,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,rent,1,0,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,24,A30,A49,4241,A61,A73,1,A93,A101,4,A121,36,A143,A152,3,A172,1,A192,A201,2,176.70833333333334,25_to_40,0,1,0,0-200,0,1,0,0,no_credits,1,0,0,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,3,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A14,18,A34,A40,2775,A61,A74,2,A93,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,2,154.16666666666666,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,2,savings_ins,0,1,0,0,bank,1,0,0,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A33,A49,3863,A61,A73,1,A93,A101,2,A124,32,A143,A153,1,A173,1,A191,A201,1,160.95833333333334,25_to_40,0,1,0,no_account,0,0,0,1,past_delay,0,0,0,1,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,7,A32,A43,2329,A61,A72,1,A92,A103,1,A121,45,A143,A152,1,A173,1,A191,A201,1,332.7142857142857,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,guarantor,0,0,1,1,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,9,A32,A42,918,A61,A73,4,A92,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,2,102.0,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,1,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,24,A31,A46,1837,A61,A74,4,A92,A101,4,A124,34,A141,A153,1,A172,1,A191,A201,2,76.54166666666667,25_to_40,0,1,0,0-200,0,1,0,0,all_paid_duly,0,1,0,0,0,education,0,0,0,0,0,0,1,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,unknown,0,0,0,1,bank,1,0,0,free,0,0,1,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,36,A32,A42,3349,A61,A73,4,A92,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,2,93.02777777777777,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A13,10,A32,A42,1275,A61,A72,4,A92,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,1,127.5,Under_25,1,0,0,>=200_or_salary,0,0,1,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,24,A31,A42,2828,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,117.83333333333333,Under_25,1,0,0,<0,1,0,0,0,all_paid_duly,0,1,0,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,500-1000,0,0,1,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,stores,0,1,0,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,24,A34,A49,4526,A61,A73,3,A93,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,1,188.58333333333334,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A12,36,A32,A43,2671,A62,A73,4,A92,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,2,74.19444444444444,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,100-500,0,1,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,coapplicant,0,1,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,18,A32,A43,2051,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,1,113.94444444444444,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_single,0,0,1,0,0,none,1,0,0,1,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
